iter	RMSE
619	4009.35201
620	3999.910024
621	3999.496177
622	3998.532099
623	3982.41348
624	3974.799864
625	3974.192318
626	3963.48577
627	3958.184737
628	3955.98029
629	3950.02508
630	3943.23222
631	3935.632023
632	3924.333362
633	3911.639008
634	3902.814687
635	3899.353224
636	3882.179783
637	3873.074552
638	3861.02091
639	3858.629801
640	3847.52297
641	3839.708513
642	3838.162247
643	3836.754292
644	3830.456284
645	3815.414282
646	3798.242424
647	3795.77078
648	3794.568974
649	3791.266787
650	3785.157283
651	3784.766819
652	3773.350665
653	3765.126353
654	3759.171364
655	3754.908539
656	3743.384009
657	3734.54427
658	3725.809805
659	3719.121034
660	3717.879684
661	3710.937128
662	3706.087089
663	3698.854967
664	3689.860511
665	3679.666138
666	3678.627297
667	3670.284058
668	3662.400663
669	3643.507776
670	3636.132401
671	3622.539981
672	3618.308144
673	3613.561402
674	3606.040826
675	3600.209939
676	3589.615921
677	3584.478735
678	3576.09085
679	3565.311576
680	3554.241765
681	3553.481314
682	3536.069602
683	3530.834002
684	3525.547957
685	3524.706417
686	3523.993398
687	3511.557991
688	3497.033015
689	3491.371506
690	3485.310312
691	3474.213859
692	3468.691145
693	3462.969611
694	3455.272134
695	3454.85723
696	3442.983535
697	3438.930324
698	3438.598868
699	3437.503627
700	3433.308112
701	3427.674137
702	3427.222168
703	3426.63368
704	3421.699273
705	3406.742467
706	3400.840729
707	3397.646656
708	3388.283629
709	3388.022438
710	3381.348
711	3377.892941
712	3370.370206
713	3370.086004
714	3369.824677
715	3359.513052
716	3345.258916
717	3337.726154
718	3328.258144
719	3323.354364
720	3322.388778
721	3314.649591
722	3307.857418
723	3307.52318
724	3297.409289
725	3287.849814
726	3284.600924
727	3277.490753
728	3271.825269
729	3270.739137
730	3261.84402
731	3261.459575
732	3257.575675
733	3249.332421
734	3239.064462
735	3232.702441
736	3232.241336
737	3221.315652
738	3214.622056
739	3203.463481
740	3194.510689
741	3184.838639
742	3182.260941
743	3171.811675
744	3160.01747
745	3156.887967
746	3156.634768
747	3147.655622
748	3136.46762
749	3130.154448
750	3124.414785
751	3114.622564
752	3112.606677
753	3102.685495
754	3102.391875
755	3093.094923
756	3092.112688
757	3083.02541
758	3074.434035
759	3066.08891
760	3061.417238
761	3056.15073
762	3052.878989
763	3050.074281
764	3048.438437
765	3040.041474
766	3039.335475
767	3030.438861
768	3027.970196
769	3027.66663
770	3025.200478
771	3017.404518
772	3013.747494
773	3012.89446
774	3005.957843
775	3003.088464
776	2995.052246
777	2987.182097
778	2974.112121
779	2965.395448
780	2959.11562
781	2956.541195
782	2952.237547
783	2947.851835
784	2946.603123
785	2940.124006
786	2939.66543
787	2931.547945
788	2927.470487
789	2927.020116
790	2922.438124
791	2912.140582
792	2903.279085
793	2896.074167
794	2893.672793
795	2883.364531
796	2873.890863
797	2864.056378
798	2863.790877
799	2857.567352
800	2854.080768
801	2850.100032
802	2844.980885
803	2837.929657
804	2827.369798
805	2818.98401
806	2811.013685
807	2802.942368
808	2800.14168
809	2794.541476
810	2790.570796
811	2781.137706
812	2774.097677
813	2771.562643
814	2766.415649
815	2766.000187
816	2759.161416
817	2752.461047
818	2746.243888
819	2741.766133
820	2730.50182
821	2723.849571
822	2713.34159
823	2707.289211
824	2703.776568
825	2694.894081
826	2684.791298
827	2678.879017
828	2674.90884
829	2674.296948
830	2665.826231
831	2658.74431
832	2653.459223
833	2645.499731
834	2638.115083
835	2635.402749
836	2630.565812
837	2622.963425
838	2617.092177
839	2612.205278
840	2609.411358
841	2608.196452
842	2607.283928
843	2601.904958
844	2594.078047
845	2593.806646
846	2588.157779
847	2587.909173
848	2580.061491
849	2572.319224
850	2568.802715
851	2561.599121
852	2555.804613
853	2544.762836
854	2540.605471
855	2533.379638
856	2528.952454
857	2523.642842
858	2517.672193
859	2508.480976
860	2503.122629
861	2502.283541
862	2496.923125
863	2491.396839
864	2487.427861
865	2485.515241
866	2476.99757
867	2471.94053
868	2469.930015
869	2464.227402
870	2461.874238
871	2458.771856
872	2453.979088
873	2452.597286
874	2452.175664
875	2446.259958
876	2442.412192
877	2436.817441
878	2429.905766
879	2425.467887
880	2420.689586
881	2416.62657
882	2416.43333
883	2411.211163
884	2404.215645
885	2397.308042
886	2391.414479
887	2387.213979
888	2385.172287
889	2376.383219
890	2373.569184
891	2369.662579
892	2360.801269
893	2354.350839
894	2350.801624
895	2345.725619
896	2342.240952
897	2335.221515
898	2332.1569
899	2329.819148
900	2323.788508
901	2321.924597
902	2318.171643
903	2316.790334
904	2313.057851
905	2312.82598
906	2304.950008
907	2300.21746
908	2295.642975
909	2291.504359
910	2288.555085
911	2278.281148
912	2272.366001
913	2266.946964
914	2266.666274
915	2262.771724
916	2261.772394
917	2253.331708
918	2244.828772
919	2239.332109
920	2236.17776
921	2226.894176
922	2221.410535
923	2214.382417
924	2210.212491
925	2207.641672
926	2207.076638
927	2206.39578
928	2203.813784
929	2198.389294
930	2193.12324
931	2190.065144
932	2184.962501
933	2183.734159
934	2182.649818
935	2178.078832
936	2171.428515
937	2165.739996
938	2159.134023
939	2154.136871
940	2152.99408
941	2151.317181
942	2148.311303
943	2139.627059
944	2133.014546
945	2131.415256
946	2123.210173
947	2119.532905
948	2115.532893
949	2107.501126
950	2107.046387
951	2103.390449
952	2096.725099
953	2086.798664
954	2079.039393
955	2075.659957
956	2069.396952
957	2064.390054
958	2061.316338
959	2056.868157
960	2051.080663
961	2045.665422
962	2041.112503
963	2038.106257
964	2035.172076
965	2030.831067
966	2028.059578
967	2020.846571
968	2016.414492
969	2012.284241
970	2010.357803
971	2010.19876
972	2010.02826
973	2007.295484
974	2003.385495
975	2002.6163
976	2000.480564
977	1998.020193
978	1992.026355
979	1987.927985
980	1983.73731
981	1982.011923
982	1981.131671
983	1975.720699
984	1967.740506
985	1964.251202
986	1963.86836
987	1956.692299
988	1956.524207
989	1951.515641
990	1948.713716
991	1947.777169
992	1946.345782
993	1939.675926
994	1934.918697
995	1926.311973
996	1923.688685
997	1920.213873
998	1913.414359
999	1910.69561
